,FraudFound_P,AccidentArea_Urban,Sex_Male,Fault_Third Party,PoliceReportFiled_Yes,WitnessPresent_Yes,AgentType_Internal,MaritalStatus_Others,MaritalStatus_Single,Days_Policy_Accident_more than 30,Days_Policy_Claim_more than 30,AddressChange_Claim_no change,NumberOfCars_Others,PolicyType_Sport,PolicyType_Utility,VehicleCategory_Sport,VehicleCategory_Utility,Year_1995,Year_1996,BasePolicy_Collision,BasePolicy_Liability,VehiclePrice,Deductible,DriverRating,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,NumberOfSuppliments,Month,WeekOfMonth,DayOfWeek,Make,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,RepNumber,Age_log
21,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,7,6,0,0.09151047409040794,0.23068940917050393,0.12854270704974383,0.10902133731110968,0.24366041896361632,0.09378040080420261,0.24126078215189053,0.057850703677281276,3.871201010907891
22,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,2,1,7,7,1,0.07309164018418834,0.23607237823464558,0.11317206044490563,0.15266878526493288,0.17251443024839483,0.07302678513522277,0.08003113042350347,0.06038005058693819,4.1588830833596715
23,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,2,1,2,0,5,4,2,0.08567351968350737,0.23607237823464558,0.12854270704974383,0.24884882288086127,0.21888579025877164,0.08385757831247162,0.23237564044360853,0.06401193332900966,3.4657359027997265
24,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,1,2,3,7,5,0,0.08042026071729684,0.23607237823464558,0.158570594720799,0.15266878526493288,0.16194305726700825,0.08054997081522797,0.23237564044360853,0.06336338283935404,3.828641396489095
25,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,3,3,7,7,0,0.08820286659316427,0.23607237823464558,0.16959595304494454,0.24884882288086127,0.21888579025877164,0.08243076723522927,0.22368506388222323,0.06271483234969842,4.110873864173311
26,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,1,1,3,4,3,3,0.08820286659316427,0.23607237823464558,0.14093002140216615,0.1815941371035735,0.17251443024839483,0.08385757831247162,0.22264738309877424,0.06401193332900966,3.091042453358316
27,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,2,2,6,5,1,0.08865685193592321,0.23607237823464558,0.11317206044490563,0.03061158311174525,0.16194305726700825,0.09151047409040794,0.22264738309877424,0.06401193332900966,3.7612001156935624
28,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0.08145794150074584,0.20669304105324598,0.12854270704974383,0.1815941371035735,0.21888579025877164,0.08054997081522797,0.22264738309877424,0.0647901939165964,3.713572066704308
29,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,2,0,6,5,0,0.08865685193592321,0.23607237823464558,0.16959595304494454,0.15266878526493288,0.19138724949737337,0.09151047409040794,0.22264738309877424,0.06336338283935404,3.6888794541139363
30,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,1,0,2,7,6,0,0.08820286659316427,0.23068940917050393,0.158570594720799,0.04565795447175563,0.00823659121862637,0.08742460600557754,0.24126078215189053,0.062001426811077245,3.871201010907891
31,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,5,1,0,1,0,0,0,0.08820286659316427,0.20669304105324598,0.11317206044490563,0.1815941371035735,0.21888579025877164,0.08742460600557754,0.24126078215189053,0.06109345612555937,3.713572066704308
32,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,2,3,6,5,2,0.08820286659316427,0.23068940917050393,0.14002205071664828,0.10902133731110968,0.19138724949737337,0.08742460600557754,0.24126078215189053,0.062001426811077245,3.7612001156935624
33,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,3,0,5,4,1,0.09151047409040794,0.22037745638497958,0.16959595304494454,0.1815941371035735,0.21888579025877164,0.09378040080420261,0.22264738309877424,0.062001426811077245,3.4339872044851463
34,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,5,1,0,2,6,5,0,0.09151047409040794,0.22037745638497958,0.14916661262079253,0.029184772034502884,0.19138724949737337,0.09378040080420261,0.22264738309877424,0.06336338283935404,3.7612001156935624
35,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,2,2,6,4,3,0.08463583890005837,0.23068940917050393,0.14002205071664828,0.10902133731110968,0.17251443024839483,0.08684091056488748,0.24126078215189053,0.06401193332900966,3.5553480614894135
36,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,3,0,5,4,3,0.08463583890005837,0.23068940917050393,0.14916661262079253,0.1815941371035735,0.17251443024839483,0.08684091056488748,0.23237564044360853,0.061482586419352746,3.4339872044851463
37,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,2,1,1,0,6,4,3,0.08042026071729684,0.23068940917050393,0.158570594720799,0.15266878526493288,0.16194305726700825,0.08054997081522797,0.23237564044360853,0.059147804656592515,3.332204510175204
38,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,5,1,0,0,7,6,0,0.07789091380763992,0.22037745638497958,0.14916661262079253,0.1815941371035735,0.17251443024839483,0.08333873792074713,0.22264738309877424,0.06336338283935404,4.02535169073515
39,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,2,0,6,4,1,0.07789091380763992,0.22037745638497958,0.14093002140216615,0.2024126078215189,0.21888579025877164,0.09378040080420261,0.22368506388222323,0.06401193332900966,3.58351893845611
40,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,2,5,4,3,0.08820286659316427,0.22037745638497958,0.14002205071664828,0.10902133731110968,0.19138724949737337,0.08243076723522927,0.22368506388222323,0.061482586419352746,3.58351893845611
41,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,2,6,5,2,0.08820286659316427,0.23607237823464558,0.158570594720799,0.24884882288086127,0.19138724949737337,0.08742460600557754,0.22264738309877424,0.06329852779038848,3.8066624897703196
42,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,3,0,3,5,0,0.08145794150074584,0.20669304105324598,0.16959595304494454,0.2024126078215189,0.24366041896361632,0.07944743498281341,0.22368506388222323,0.06336338283935404,3.7612001156935624
43,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,2,6,5,1,0.09151047409040794,0.23607237823464558,0.14916661262079253,0.1815941371035735,0.24366041896361632,0.09378040080420261,0.22264738309877424,0.06401193332900966,3.7376696182833684
44,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,7,8,0,0.09151047409040794,0.23607237823464558,0.14002205071664828,0.2024126078215189,0.19138724949737337,0.09378040080420261,0.22264738309877424,0.06271483234969842,4.290459441148391
45,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,4,4,0,0.08210649199040146,0.23068940917050393,0.14002205071664828,0.24884882288086127,0.17251443024839483,0.08346844801867825,0.24126078215189053,0.06038005058693819,3.4011973816621555
46,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,2,1,3,0,5,4,0,0.08210649199040146,0.23068940917050393,0.14093002140216615,0.24884882288086127,0.24366041896361632,0.08346844801867825,0.23237564044360853,0.0647901939165964,3.4965075614664802
47,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,2,1,2,2,4,5,3,0.07789091380763992,0.22037745638497958,0.14093002140216615,0.15266878526493288,0.16194305726700825,0.08333873792074713,0.22264738309877424,0.057850703677281276,3.6375861597263857
48,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,5,1,0,2,5,5,2,0.08301446267591932,0.23607237823464558,0.14093002140216615,0.10902133731110968,0.17251443024839483,0.09151047409040794,0.22368506388222323,0.0639470782800441,3.6375861597263857
49,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,3,3,7,7,2,0.08301446267591932,0.23607237823464558,0.158570594720799,0.24884882288086127,0.21888579025877164,0.08243076723522927,0.23237564044360853,0.0647901939165964,4.0943445622221
50,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,2,1,1,3,7,6,0,0.08865685193592321,0.22037745638497958,0.158570594720799,0.24884882288086127,0.16194305726700825,0.09151047409040794,0.22264738309877424,0.06102860107659381,3.912023005428146
51,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,5,4,2,0.08567351968350737,0.22037745638497958,0.14002205071664828,0.24884882288086127,0.16194305726700825,0.08385757831247162,0.22264738309877424,0.059147804656592515,3.332204510175204
52,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,5,1,3,0,3,3,2,0.08145794150074584,0.23607237823464558,0.11317206044490563,0.1815941371035735,0.19138724949737337,0.09378040080420261,0.22264738309877424,0.059147804656592515,3.091042453358316
53,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,7,6,2,0.08145794150074584,0.22037745638497958,0.12854270704974383,0.1815941371035735,0.19138724949737337,0.07302678513522277,0.24126078215189053,0.057850703677281276,3.9318256327243257
54,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,2,1,0,1,6,5,1,0.08567351968350737,0.22037745638497958,0.14916661262079253,0.24884882288086127,0.21888579025877164,0.08385757831247162,0.22264738309877424,0.06038005058693819,3.828641396489095
55,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,7,6,2,0.08333873792074713,0.23607237823464558,0.16959595304494454,0.15266878526493288,0.19138724949737337,0.07432388611453401,0.23237564044360853,0.06933004734418574,3.912023005428146
56,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,2,5,4,0,0.08567351968350737,0.22037745638497958,0.158570594720799,0.1815941371035735,0.17251443024839483,0.08385757831247162,0.08003113042350347,0.06401193332900966,3.4339872044851463
57,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,5,1,2,2,6,5,0,0.07789091380763992,0.23068940917050393,0.158570594720799,0.03061158311174525,0.24366041896361632,0.08333873792074713,0.24126078215189053,0.061482586419352746,3.6375861597263857
58,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,5,1,3,0,0,0,0,0.08865685193592321,0.20669304105324598,0.16959595304494454,0.1815941371035735,0.19138724949737337,0.09151047409040794,0.22264738309877424,0.06329852779038848,3.713572066704308
59,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,3,0,5,4,1,0.08865685193592321,0.20669304105324598,0.14002205071664828,0.10902133731110968,0.24366041896361632,0.09151047409040794,0.24126078215189053,0.059147804656592515,3.332204510175204
60,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1,3,0,4,4,0,0.07789091380763992,0.20669304105324598,0.16959595304494454,0.2024126078215189,0.24366041896361632,0.08333873792074713,0.23237564044360853,0.06401193332900966,3.4339872044851463
61,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,3,1,3,0,7,6,0,0.08042026071729684,0.23068940917050393,0.14916661262079253,0.24884882288086127,0.16194305726700825,0.09378040080420261,0.22264738309877424,0.06109345612555937,3.912023005428146
62,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5,1,1,2,0,0,0,0.07789091380763992,0.22037745638497958,0.11317206044490563,0.1815941371035735,0.16194305726700825,0.09378040080420261,0.23237564044360853,0.06154744146831831,3.713572066704308
63,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,2,2,6,4,3,0.08210649199040146,0.10616771515662494,0.16959595304494454,0.2024126078215189,0.21888579025877164,0.08742460600557754,0.22368506388222323,0.057850703677281276,3.295836866004329
64,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,6,6,0,0.08333873792074713,0.20669304105324598,0.158570594720799,0.24884882288086127,0.21888579025877164,0.07432388611453401,0.24126078215189053,0.06401193332900966,3.8918202981106265
65,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,6,4,0,0.08333873792074713,0.22037745638497958,0.158570594720799,0.15266878526493288,0.24366041896361632,0.09378040080420261,0.24126078215189053,0.06109345612555937,3.4657359027997265
66,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,5,1,1,1,6,5,3,0.08820286659316427,0.23607237823464558,0.158570594720799,0.04565795447175563,0.16194305726700825,0.08742460600557754,0.23237564044360853,0.06271483234969842,3.713572066704308
67,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,2,1,0,2,7,7,3,0.07309164018418834,0.22037745638497958,0.14093002140216615,0.15266878526493288,0.24366041896361632,0.07302678513522277,0.08003113042350347,0.06336338283935404,4.189654742026425
68,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,7,7,0,0.09151047409040794,0.20669304105324598,0.11317206044490563,0.2024126078215189,0.21888579025877164,0.09378040080420261,0.22368506388222323,0.06401193332900966,4.174387269895637
69,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,2,6,6,3,0.09151047409040794,0.20669304105324598,0.11317206044490563,0.1815941371035735,0.19138724949737337,0.09378040080420261,0.22368506388222323,0.06336338283935404,4.02535169073515
70,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,2,6,5,2,0.09151047409040794,0.20669304105324598,0.11317206044490563,0.1815941371035735,0.19138724949737337,0.09378040080420261,0.22368506388222323,0.06271483234969842,3.8066624897703196
71,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,2,1,5,4,1,0.09151047409040794,0.20669304105324598,0.14916661262079253,0.15266878526493288,0.17251443024839483,0.09378040080420261,0.22368506388222323,0.0647901939165964,3.332204510175204
72,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,2,1,4,4,0,0.08042026071729684,0.22037745638497958,0.14093002140216615,0.10902133731110968,0.24366041896361632,0.09378040080420261,0.08003113042350347,0.06401193332900966,3.367295829986474
73,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,7,6,3,0.09151047409040794,0.20669304105324598,0.16959595304494454,0.1815941371035735,0.21888579025877164,0.09378040080420261,0.22368506388222323,0.06933004734418574,3.871201010907891
74,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,5,1,2,3,6,7,3,0.08301446267591932,0.10616771515662494,0.12854270704974383,0.15266878526493288,0.21888579025877164,0.09151047409040794,0.22368506388222323,0.06336338283935404,4.110873864173311
75,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,1,3,3,5,4,0,0.07309164018418834,0.20669304105324598,0.12854270704974383,0.029184772034502884,0.19138724949737337,0.07302678513522277,0.22264738309877424,0.0647901939165964,3.5263605246161616
76,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,5,4,0,0.08463583890005837,0.22037745638497958,0.14916661262079253,0.10902133731110968,0.24366041896361632,0.09378040080420261,0.22368506388222323,0.06401193332900966,3.332204510175204
77,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,5,1,2,0,7,6,0,0.08210649199040146,0.23068940917050393,0.158570594720799,0.1815941371035735,0.21888579025877164,0.08346844801867825,0.23237564044360853,0.06336338283935404,3.871201010907891
78,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,2,1,0,2,4,4,2,0.08210649199040146,0.23068940917050393,0.158570594720799,0.04565795447175563,0.21888579025877164,0.08346844801867825,0.23237564044360853,0.06271483234969842,3.4011973816621555
79,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,1,0,2,6,4,3,0.08210649199040146,0.22037745638497958,0.12854270704974383,0.2024126078215189,0.16194305726700825,0.08742460600557754,0.22368506388222323,0.0639470782800441,3.5263605246161616
80,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,3,2,5,5,0,0.09151047409040794,0.23607237823464558,0.14002205071664828,0.24884882288086127,0.19138724949737337,0.09378040080420261,0.23237564044360853,0.057850703677281276,3.6635616461296463
81,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,6,5,0,0.09151047409040794,0.23607237823464558,0.14093002140216615,0.15266878526493288,0.16194305726700825,0.09378040080420261,0.22264738309877424,0.06109345612555937,3.6375861597263857
82,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,1,3,0,6,5,0,0.08333873792074713,0.23068940917050393,0.158570594720799,0.10902133731110968,0.17251443024839483,0.08243076723522927,0.23237564044360853,0.057850703677281276,3.6109179126442243
83,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,3,0,5,5,1,0.07789091380763992,0.10616771515662494,0.14916661262079253,0.2024126078215189,0.16194305726700825,0.08346844801867825,0.22368506388222323,0.0647901939165964,3.8066624897703196
84,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,5,1,1,3,0,0,0,0.08333873792074713,0.20669304105324598,0.14002205071664828,0.1815941371035735,0.24366041896361632,0.09378040080420261,0.22368506388222323,0.06109345612555937,3.713572066704308
85,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,5,1,3,1,5,4,3,0.08333873792074713,0.23068940917050393,0.14916661262079253,0.10902133731110968,0.21888579025877164,0.08742460600557754,0.22368506388222323,0.059147804656592515,3.332204510175204
86,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,2,1,5,4,3,0.08865685193592321,0.22037745638497958,0.14916661262079253,0.2024126078215189,0.19138724949737337,0.09151047409040794,0.22264738309877424,0.06102860107659381,3.332204510175204
87,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,3,5,3,0.08865685193592321,0.22037745638497958,0.11317206044490563,0.15266878526493288,0.19138724949737337,0.09151047409040794,0.22264738309877424,0.06401193332900966,3.6888794541139363
88,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,3,0,6,8,2,0.08463583890005837,0.10616771515662494,0.12854270704974383,0.24884882288086127,0.24366041896361632,0.08684091056488748,0.08003113042350347,0.057850703677281276,4.31748811353631
89,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,2,3,3,0,0.08463583890005837,0.22037745638497958,0.11317206044490563,0.1815941371035735,0.24366041896361632,0.08684091056488748,0.22264738309877424,0.06038005058693819,3.1780538303479458
90,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,5,1,0,0,5,3,3,0.08463583890005837,0.22037745638497958,0.11317206044490563,0.1815941371035735,0.21888579025877164,0.08684091056488748,0.22264738309877424,0.062001426811077245,3.258096538021482
91,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,3,6,5,2,0.09151047409040794,0.23068940917050393,0.14002205071664828,0.24884882288086127,0.19138724949737337,0.09378040080420261,0.24126078215189053,0.057850703677281276,3.6635616461296463
92,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,2,6,5,0,0.09151047409040794,0.23068940917050393,0.14093002140216615,0.1815941371035735,0.24366041896361632,0.09378040080420261,0.22264738309877424,0.06271483234969842,3.7376696182833684
93,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,3,2,2,6,5,3,0.07309164018418834,0.22037745638497958,0.12854270704974383,0.24884882288086127,0.24366041896361632,0.07302678513522277,0.08003113042350347,0.057850703677281276,3.6635616461296463
94,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,5,1,2,0,6,4,2,0.07789091380763992,0.23068940917050393,0.14093002140216615,0.1815941371035735,0.16194305726700825,0.09378040080420261,0.23237564044360853,0.06933004734418574,3.5553480614894135
95,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,1,3,0,7,7,3,0.08865685193592321,0.23068940917050393,0.14916661262079253,0.1815941371035735,0.17251443024839483,0.09151047409040794,0.24126078215189053,0.06329852779038848,4.127134385045092
